Date,Time,Rainfall (inches),Temperature (F)
11/22/2022,2:15:00 AM,0,42.8
11/22/2022,2:30:00 AM,0,42.4
11/22/2022,2:45:00 AM,0,41.9
11/22/2022,3:00:00 AM,0,42
11/22/2022,3:15:00 AM,0,42.1
11/22/2022,3:30:00 AM,0,42
11/22/2022,3:45:00 AM,0,42.1
11/22/2022,4:00:00 AM,0,42.4
11/22/2022,4:15:00 AM,0,42.5
11/22/2022,4:30:00 AM,0,42.6
11/22/2022,4:45:00 AM,0,42.7
11/22/2022,5:00:00 AM,0,42.7
11/22/2022,5:15:00 AM,0,43
11/22/2022,5:30:00 AM,0,43.3
11/22/2022,5:45:00 AM,0,43.2
11/22/2022,6:00:00 AM,0,43.4
11/22/2022,6:15:00 AM,0,43.3
11/22/2022,6:30:00 AM,0,43.2
11/22/2022,6:45:00 AM,0,42.7
11/22/2022,7:00:00 AM,0,42.6
11/22/2022,7:15:00 AM,0,42.6
11/22/2022,7:30:00 AM,0.04,42.4
11/22/2022,7:45:00 AM,0.03,42.5
11/22/2022,8:00:00 AM,0.03,42.5
11/22/2022,8:15:00 AM,0.05,42.5
11/22/2022,8:30:00 AM,0.02,42.5
11/22/2022,8:45:00 AM,0.01,42.4
11/22/2022,9:00:00 AM,0,42.4
11/22/2022,9:15:00 AM,0,42.4
11/22/2022,9:30:00 AM,0.02,42.5
11/22/2022,9:45:00 AM,0,42.5
11/22/2022,10:00:00 AM,0.01,42.8
11/22/2022,10:15:00 AM,0,42.8
11/22/2022,10:30:00 AM,0,42.9
11/22/2022,10:45:00 AM,0.03,42.9
11/22/2022,11:00:00 AM,0.04,43
11/22/2022,11:15:00 AM,0.05,43.3
11/22/2022,11:30:00 AM,0.03,43.4
11/22/2022,11:45:00 AM,0.04,43.4
11/22/2022,12:00:00 PM,0.04,43.5
11/22/2022,12:15:00 PM,0.06,43.6
11/22/2022,12:30:00 PM,0.03,43.5
11/22/2022,12:45:00 PM,0.03,43.5
11/22/2022,1:00:00 PM,0.03,43.6
11/22/2022,1:15:00 PM,0.01,43.8
11/22/2022,1:30:00 PM,0.02,43.7
11/22/2022,1:45:00 PM,0.03,43.6
11/22/2022,2:00:00 PM,0.02,43.6
11/22/2022,2:15:00 PM,0.01,43.7
11/22/2022,2:30:00 PM,0.01,43.8
11/22/2022,2:45:00 PM,0,43.9
11/22/2022,3:00:00 PM,0.01,44.3
11/22/2022,3:15:00 PM,0.01,44.6
11/22/2022,3:30:00 PM,0,44.5
11/22/2022,3:45:00 PM,0,44.6
11/22/2022,4:00:00 PM,0.01,44.4
11/22/2022,4:15:00 PM,0,44.5
11/22/2022,4:30:00 PM,0.01,44.4
11/22/2022,4:45:00 PM,0,44.3
11/22/2022,5:00:00 PM,0.02,44.5
11/22/2022,5:15:00 PM,0.01,44.5
11/22/2022,5:30:00 PM,0,44.6
11/22/2022,5:45:00 PM,0.01,44.5
11/22/2022,6:00:00 PM,0,45.7
11/22/2022,6:15:00 PM,0,46.1
11/22/2022,6:30:00 PM,0,45.8
11/22/2022,6:45:00 PM,0,45.4
11/22/2022,7:00:00 PM,0,45.4
11/22/2022,7:15:00 PM,0,45.3
11/22/2022,7:30:00 PM,0,44.8
11/22/2022,7:45:00 PM,0,44.8
11/22/2022,8:00:00 PM,0,44.7
11/22/2022,8:15:00 PM,0,44.3
11/22/2022,8:30:00 PM,0,43.8
11/22/2022,8:45:00 PM,0,43.9
11/22/2022,9:00:00 PM,0,43.7
11/22/2022,9:15:00 PM,0,43.5
11/22/2022,9:30:00 PM,0,43.8
11/22/2022,9:45:00 PM,0,43.8
11/22/2022,10:00:00 PM,0,44.2
11/22/2022,10:15:00 PM,0,44
11/22/2022,10:30:00 PM,0,43.8
11/22/2022,10:45:00 PM,0,43.9
11/22/2022,11:00:00 PM,0,43.6
11/22/2022,11:15:00 PM,0,43.9
11/22/2022,11:30:00 PM,0,44.1
11/22/2022,11:45:00 PM,0,44.2
11/23/2022,12:00:00 AM,0,44.3
11/23/2022,12:15:00 AM,0,44.2
11/23/2022,12:30:00 AM,0,43.8
11/23/2022,12:45:00 AM,0,44.1
11/23/2022,1:00:00 AM,0,44
11/23/2022,1:15:00 AM,0,43.8
11/23/2022,1:30:00 AM,0,43.6
11/23/2022,1:45:00 AM,0,43.7
11/23/2022,2:00:00 AM,0,43.2
11/23/2022,2:15:00 AM,0,43.1
11/23/2022,2:30:00 AM,0,42.8
11/23/2022,2:45:00 AM,0,43.2
11/23/2022,3:00:00 AM,0,43.4
11/23/2022,3:15:00 AM,0,42.8
11/23/2022,3:30:00 AM,0,42.6
11/23/2022,3:45:00 AM,0,44
11/23/2022,4:00:00 AM,0,43.4
11/23/2022,4:15:00 AM,0,43.5
11/23/2022,4:30:00 AM,0,44.1
11/23/2022,4:45:00 AM,0,44.4
11/23/2022,5:00:00 AM,0,44.3
11/23/2022,5:15:00 AM,0,43.4
11/23/2022,5:30:00 AM,0,42.9
11/23/2022,5:45:00 AM,0,43.5
11/23/2022,6:00:00 AM,0,43.4
11/23/2022,6:15:00 AM,0,43
11/23/2022,6:30:00 AM,0,43.1
11/23/2022,6:45:00 AM,0,42.6
11/23/2022,7:00:00 AM,0,42.6
11/23/2022,7:15:00 AM,0,42.6
11/23/2022,7:30:00 AM,0,43.2
11/23/2022,7:45:00 AM,0,43.5
11/23/2022,8:00:00 AM,0,43.9
11/23/2022,8:15:00 AM,0,44.1
11/23/2022,8:30:00 AM,0,44
11/23/2022,8:45:00 AM,0,44.4
11/23/2022,9:00:00 AM,0,44.5
11/23/2022,9:15:00 AM,0,44.9
11/23/2022,9:30:00 AM,0,45
11/23/2022,9:45:00 AM,0,45.5
11/23/2022,10:00:00 AM,0,45.8
11/23/2022,10:15:00 AM,0,46.2
11/23/2022,10:30:00 AM,0,46.1
11/23/2022,10:45:00 AM,0,46.3
11/23/2022,11:00:00 AM,0,46.3
11/23/2022,11:15:00 AM,0,46.9
11/23/2022,11:30:00 AM,0,49
11/23/2022,11:45:00 AM,0,49.4
11/23/2022,12:00:00 PM,0,49.5
11/23/2022,12:15:00 PM,0,50.3
11/23/2022,12:30:00 PM,0,51.3
11/23/2022,12:45:00 PM,0,50.4
11/23/2022,1:00:00 PM,0,51.1
11/23/2022,1:15:00 PM,0,49.9
11/23/2022,1:30:00 PM,0,49.9
11/23/2022,1:45:00 PM,0,50.3
11/23/2022,2:00:00 PM,0,49.3
11/23/2022,2:15:00 PM,0,49.2
11/23/2022,2:30:00 PM,0,48.5
11/23/2022,2:45:00 PM,0,48.4
11/23/2022,3:00:00 PM,0,48.1
11/23/2022,3:15:00 PM,0,47.7
11/23/2022,3:30:00 PM,0,47
11/23/2022,3:45:00 PM,0,46.2
11/23/2022,4:00:00 PM,0,45.6
11/23/2022,4:15:00 PM,0,45
11/23/2022,4:30:00 PM,0,44.7
11/23/2022,4:45:00 PM,0,44
11/23/2022,5:00:00 PM,0,43.8
11/23/2022,5:15:00 PM,0,42.7
11/23/2022,5:30:00 PM,0,42.4
11/23/2022,5:45:00 PM,0,41.7
11/23/2022,6:00:00 PM,0,41
11/23/2022,6:15:00 PM,0,40.6
11/23/2022,6:30:00 PM,0,39.9
11/23/2022,6:45:00 PM,0,39.4
11/23/2022,7:00:00 PM,0,39
11/23/2022,7:15:00 PM,0,40.2
11/23/2022,7:30:00 PM,0,41.5
11/23/2022,7:45:00 PM,0,40.6
11/23/2022,8:00:00 PM,0,40.3
11/23/2022,8:15:00 PM,0,39.8
11/23/2022,8:30:00 PM,0,40.4
11/23/2022,8:45:00 PM,0,40.9
11/23/2022,9:00:00 PM,0,41.9
11/23/2022,9:15:00 PM,0,42
11/23/2022,9:30:00 PM,0,41.4
11/23/2022,9:45:00 PM,0,40.6
11/23/2022,10:00:00 PM,0,40.8
11/23/2022,10:15:00 PM,0,39.8
11/23/2022,10:30:00 PM,0,40
11/23/2022,10:45:00 PM,0,39.3
11/23/2022,11:00:00 PM,0,41.2
11/23/2022,11:15:00 PM,0,41.5
11/23/2022,11:30:00 PM,0,40.6
11/23/2022,11:45:00 PM,0,38.9
11/24/2022,12:00:00 AM,0,37.3
11/24/2022,12:15:00 AM,0,36.6
11/24/2022,12:30:00 AM,0,35.9
11/24/2022,12:45:00 AM,0,35.4
11/24/2022,1:00:00 AM,0,35.1
11/24/2022,1:15:00 AM,0,35
11/24/2022,1:30:00 AM,0,35.8
11/24/2022,1:45:00 AM,0,37.1
11/24/2022,2:00:00 AM,0,38.6
11/24/2022,2:15:00 AM,0,38.4
11/24/2022,2:30:00 AM,0,37
11/24/2022,2:45:00 AM,0,37.1
11/24/2022,3:00:00 AM,0,37.3
11/24/2022,3:15:00 AM,0,36.2
11/24/2022,3:30:00 AM,0,35.3
11/24/2022,3:45:00 AM,0,35.4
11/24/2022,4:00:00 AM,0,35.6
11/24/2022,4:15:00 AM,0,36
11/24/2022,4:30:00 AM,0,36.4
11/24/2022,4:45:00 AM,0,36.7
11/24/2022,5:00:00 AM,0,37.1
11/24/2022,5:15:00 AM,0,37.9
11/24/2022,5:30:00 AM,0,37.2
11/24/2022,5:45:00 AM,0,36.7
11/24/2022,6:00:00 AM,0,36.4
11/24/2022,6:15:00 AM,0,36.5
11/24/2022,6:30:00 AM,0,36.5
11/24/2022,6:45:00 AM,0,36.1
11/24/2022,7:00:00 AM,0,35.7
11/24/2022,7:15:00 AM,0,35
11/24/2022,7:30:00 AM,0,34.6
11/24/2022,7:45:00 AM,0,34.3
11/24/2022,8:00:00 AM,0,34.1
11/24/2022,8:15:00 AM,0,34.3
11/24/2022,8:30:00 AM,0,35.7
11/24/2022,8:45:00 AM,0,36.2
11/24/2022,9:00:00 AM,0,40.5
11/24/2022,9:15:00 AM,0,40.1
11/24/2022,9:30:00 AM,0,40.8
11/24/2022,9:45:00 AM,0,41.7
11/24/2022,10:00:00 AM,0,42.9
11/24/2022,10:15:00 AM,0,43.3
11/24/2022,10:30:00 AM,0,44
11/24/2022,10:45:00 AM,0,44
11/24/2022,11:00:00 AM,0,43.9
11/24/2022,11:15:00 AM,0,45.5
11/24/2022,11:30:00 AM,0,45.1
11/24/2022,11:45:00 AM,0,47.1
11/24/2022,12:00:00 PM,0,47.3
11/24/2022,12:15:00 PM,0,48
11/24/2022,12:30:00 PM,0,48
11/24/2022,12:45:00 PM,0,50.8
11/24/2022,1:00:00 PM,0,54.2
11/24/2022,1:15:00 PM,0,57.4
11/24/2022,1:30:00 PM,0,59.8
11/24/2022,1:45:00 PM,0,57.9
11/24/2022,2:00:00 PM,0,55.5
11/24/2022,2:15:00 PM,0,53.7
11/24/2022,2:30:00 PM,0,52.6
11/24/2022,2:45:00 PM,0,51.3
11/24/2022,3:00:00 PM,0,50.4
11/24/2022,3:15:00 PM,0,49.5
11/24/2022,3:30:00 PM,0,49
11/24/2022,3:45:00 PM,0,48.1
11/24/2022,4:00:00 PM,0,47.4
11/24/2022,4:15:00 PM,0,46
11/24/2022,4:30:00 PM,0,44.7
11/24/2022,4:45:00 PM,0,43.4
11/24/2022,5:00:00 PM,0,42.5
11/24/2022,5:15:00 PM,0,42.1
11/24/2022,5:30:00 PM,0,41.5
11/24/2022,5:45:00 PM,0,41.1
11/24/2022,6:00:00 PM,0,40.9
11/24/2022,6:15:00 PM,0,40.9
11/24/2022,6:30:00 PM,0,40.2
11/24/2022,6:45:00 PM,0,39.9
11/24/2022,7:00:00 PM,0,39.9
11/24/2022,7:15:00 PM,0,40.1
11/24/2022,7:30:00 PM,0,40
11/24/2022,7:45:00 PM,0,39.8
11/24/2022,8:00:00 PM,0,40.7
11/24/2022,8:15:00 PM,0,40.2
11/24/2022,8:30:00 PM,0,41.1
11/24/2022,8:45:00 PM,0,41.5
11/24/2022,9:00:00 PM,0,41.8
11/24/2022,9:15:00 PM,0,42.2
11/24/2022,9:30:00 PM,0,42.5
11/24/2022,9:45:00 PM,0,42.7
11/24/2022,10:00:00 PM,0,42.4
11/24/2022,10:15:00 PM,0,42.2
11/24/2022,10:30:00 PM,0,42.3
11/24/2022,10:45:00 PM,0,44.3
11/24/2022,11:00:00 PM,0,45.8
11/24/2022,11:15:00 PM,0,44.3
11/24/2022,11:30:00 PM,0,43.8
11/24/2022,11:45:00 PM,0,43.4
11/25/2022,12:00:00 AM,0,43.1
11/25/2022,12:15:00 AM,0,42.8
11/25/2022,12:30:00 AM,0,42.7
11/25/2022,12:45:00 AM,0,42.8
11/25/2022,1:00:00 AM,0,42.9
11/25/2022,1:15:00 AM,0,42.8
11/25/2022,1:30:00 AM,0,42.9
11/25/2022,1:45:00 AM,0,42.8
11/25/2022,2:00:00 AM,0,42.8
11/25/2022,2:15:00 AM,0,43
11/25/2022,2:30:00 AM,0,43.5
11/25/2022,2:45:00 AM,0,43.7
11/25/2022,3:00:00 AM,0,44.3
11/25/2022,3:15:00 AM,0,44.9
11/25/2022,3:30:00 AM,0,44.6
11/25/2022,3:45:00 AM,0,44.2
11/25/2022,4:00:00 AM,0,44.1
11/25/2022,4:15:00 AM,0,43.9
11/25/2022,4:30:00 AM,0,43.8
11/25/2022,4:45:00 AM,0,43.7
11/25/2022,5:00:00 AM,0,43.9
11/25/2022,5:15:00 AM,0,43.9
11/25/2022,5:30:00 AM,0,43.9
11/25/2022,5:45:00 AM,0,44
11/25/2022,6:00:00 AM,0.01,43.7
11/25/2022,6:15:00 AM,0,43.7
11/25/2022,6:30:00 AM,0.02,43.9
11/25/2022,6:45:00 AM,0.02,44.2
11/25/2022,7:00:00 AM,0.04,44.3
11/25/2022,7:15:00 AM,0.02,44.7
11/25/2022,7:30:00 AM,0.03,44.7
11/25/2022,7:45:00 AM,0.03,45.1
11/25/2022,8:00:00 AM,0.03,45
11/25/2022,8:15:00 AM,0.03,44.4
11/25/2022,8:30:00 AM,0.02,44.4
11/25/2022,8:45:00 AM,0.02,44.9
11/25/2022,9:00:00 AM,0.02,45
11/25/2022,9:15:00 AM,0.02,45.3
11/25/2022,9:30:00 AM,0.03,45.8
11/25/2022,9:45:00 AM,0.03,46.1
11/25/2022,10:00:00 AM,0.01,46.1
11/25/2022,10:15:00 AM,0.05,45.8
11/25/2022,10:30:00 AM,0.02,45.1
11/25/2022,10:45:00 AM,0.03,44.7
11/25/2022,11:00:00 AM,0.02,44.1
11/25/2022,11:15:00 AM,0.01,43.6
11/25/2022,11:30:00 AM,0.02,43.1
11/25/2022,11:45:00 AM,0.01,42.6
11/25/2022,12:00:00 PM,0,42.5
11/25/2022,12:15:00 PM,0.01,42.3
11/25/2022,12:30:00 PM,0.01,42.2
11/25/2022,12:45:00 PM,0.01,42.1
11/25/2022,1:00:00 PM,0,41.8
11/25/2022,1:15:00 PM,0,41.3
11/25/2022,1:30:00 PM,0,41.3
11/25/2022,1:45:00 PM,0,41.3
11/25/2022,2:00:00 PM,0,41.5
11/25/2022,2:15:00 PM,0,41.6
11/25/2022,2:30:00 PM,0,41.6
11/25/2022,2:45:00 PM,0,41.5
11/25/2022,3:00:00 PM,0,41.4
11/25/2022,3:15:00 PM,0,41.3
11/25/2022,3:30:00 PM,0,41.1
11/25/2022,3:45:00 PM,0,40.9
11/25/2022,4:00:00 PM,0,40.7
11/25/2022,4:15:00 PM,0,40
11/25/2022,4:30:00 PM,0,39.8
11/25/2022,4:45:00 PM,0,39.8
11/25/2022,5:00:00 PM,0,39.7
11/25/2022,5:15:00 PM,0,39.1
11/25/2022,5:30:00 PM,0,39.4
11/25/2022,5:45:00 PM,0,39.1
11/25/2022,6:00:00 PM,0,38.8
11/25/2022,6:15:00 PM,0,38.4
11/25/2022,6:30:00 PM,0,38.3
11/25/2022,6:45:00 PM,0,38
11/25/2022,7:00:00 PM,0,38.4
11/25/2022,7:15:00 PM,0,38.1
11/25/2022,7:30:00 PM,0,38.5
11/25/2022,7:45:00 PM,0,38.8
11/25/2022,8:00:00 PM,0,38.8
11/25/2022,8:15:00 PM,0,38.9
11/25/2022,8:30:00 PM,0,39
11/25/2022,8:45:00 PM,0,39
11/25/2022,9:00:00 PM,0,39
11/25/2022,9:15:00 PM,0,39.1
11/25/2022,9:30:00 PM,0,39.3
11/25/2022,9:45:00 PM,0,39.4
11/25/2022,10:00:00 PM,0,39.5
11/25/2022,10:15:00 PM,0,39.7
11/25/2022,10:30:00 PM,0,39.7
11/25/2022,10:45:00 PM,0,39.8
11/25/2022,11:00:00 PM,0,39.8
11/25/2022,11:15:00 PM,0,39.8
11/25/2022,11:30:00 PM,0,40
11/25/2022,11:45:00 PM,0,40
11/26/2022,12:00:00 AM,0,40.4
11/26/2022,12:15:00 AM,0,40.3
11/26/2022,12:30:00 AM,0,40.2
11/26/2022,12:45:00 AM,0,40.6
11/26/2022,1:00:00 AM,0,40.8
11/26/2022,1:15:00 AM,0,40.9
11/26/2022,1:30:00 AM,0,40.8
11/26/2022,1:45:00 AM,0,40.3
11/26/2022,2:00:00 AM,0,39.1
11/26/2022,2:15:00 AM,0,38
11/26/2022,2:30:00 AM,0,37.2
11/26/2022,2:45:00 AM,0,36.8
11/26/2022,3:00:00 AM,0,36.1
11/26/2022,3:15:00 AM,0,36.1
11/26/2022,3:30:00 AM,0,36.2
11/26/2022,3:45:00 AM,0,35.6
11/26/2022,4:00:00 AM,0,35.1
11/26/2022,4:15:00 AM,0,35.1
11/26/2022,4:30:00 AM,0,34.5
11/26/2022,4:45:00 AM,0,34.2
11/26/2022,5:00:00 AM,0,35.7
11/26/2022,5:15:00 AM,0,35.4
11/26/2022,5:30:00 AM,0,34.5
11/26/2022,5:45:00 AM,0,35.3
11/26/2022,6:00:00 AM,0,36.4
11/26/2022,6:15:00 AM,0,36.6
11/26/2022,6:30:00 AM,0,38
11/26/2022,6:45:00 AM,0,38.1
11/26/2022,7:00:00 AM,0,38.7
11/26/2022,7:15:00 AM,0,39.2
11/26/2022,7:30:00 AM,0,39.1
11/26/2022,7:45:00 AM,0,39.3
11/26/2022,8:00:00 AM,0,39.8
11/26/2022,8:15:00 AM,0,40
11/26/2022,8:30:00 AM,0,40.9
11/26/2022,8:45:00 AM,0,41.3
11/26/2022,9:00:00 AM,0,41.7
11/26/2022,9:15:00 AM,0,42.5
11/26/2022,9:30:00 AM,0,42.6
11/26/2022,9:45:00 AM,0,43.2
11/26/2022,10:00:00 AM,0,43.1
11/26/2022,10:15:00 AM,0,43.5
11/26/2022,10:30:00 AM,0,43.7
11/26/2022,10:45:00 AM,0,43.3
11/26/2022,11:00:00 AM,0,43.2
11/26/2022,11:15:00 AM,0,43.5
11/26/2022,11:30:00 AM,0,43.5
11/26/2022,11:45:00 AM,0,43.3
11/26/2022,12:00:00 PM,0,43.1
11/26/2022,12:15:00 PM,0,43.4
11/26/2022,12:30:00 PM,0,43.8
11/26/2022,12:45:00 PM,0,43.7
11/26/2022,1:00:00 PM,0,43.7
11/26/2022,1:15:00 PM,0,43.6
11/26/2022,1:30:00 PM,0,43.6
11/26/2022,1:45:00 PM,0,43.9
11/26/2022,2:00:00 PM,0,44
11/26/2022,2:15:00 PM,0,43.8
11/26/2022,2:30:00 PM,0,43.8
11/26/2022,2:45:00 PM,0,43.8
11/26/2022,3:00:00 PM,0,43.8
11/26/2022,3:15:00 PM,0,44.1
11/26/2022,3:30:00 PM,0,43.9
11/26/2022,3:45:00 PM,0,43.7
11/26/2022,4:00:00 PM,0,43
11/26/2022,4:15:00 PM,0,43.1
11/26/2022,4:30:00 PM,0,43.3
11/26/2022,4:45:00 PM,0,42.5
11/26/2022,5:00:00 PM,0,42.9
11/26/2022,5:15:00 PM,0,42.8
11/26/2022,5:30:00 PM,0.01,42
11/26/2022,5:45:00 PM,0,41.6
11/26/2022,6:00:00 PM,0,41.8
11/26/2022,6:15:00 PM,0,42.5
11/26/2022,6:30:00 PM,0.01,42.5
11/26/2022,6:45:00 PM,0,42.6
11/26/2022,7:00:00 PM,0,43.2
11/26/2022,7:15:00 PM,0,43.5
11/26/2022,7:30:00 PM,0,44.1
11/26/2022,7:45:00 PM,0,44.6
11/26/2022,8:00:00 PM,0,44.9
11/26/2022,8:15:00 PM,0,44.7
11/26/2022,8:30:00 PM,0,44.6
11/26/2022,8:45:00 PM,0,44.7
11/26/2022,9:00:00 PM,0,44.4
11/26/2022,9:15:00 PM,0,44
11/26/2022,9:30:00 PM,0.01,44.6
11/26/2022,9:45:00 PM,0,45.1
11/26/2022,10:00:00 PM,0,45.2
11/26/2022,10:15:00 PM,0.01,45.4
11/26/2022,10:30:00 PM,0,44.9
11/26/2022,10:45:00 PM,0.01,44.5
11/26/2022,11:00:00 PM,0,44.6
11/26/2022,11:15:00 PM,0.01,44.6
11/26/2022,11:30:00 PM,0.01,44.5
11/26/2022,11:45:00 PM,0.02,44.6
11/27/2022,12:00:00 AM,0.01,44.3
11/27/2022,12:15:00 AM,0.02,44.2
11/27/2022,12:30:00 AM,0.03,44.5
11/27/2022,12:45:00 AM,0.01,44.5
11/27/2022,1:00:00 AM,0,45.5
11/27/2022,1:15:00 AM,0.02,45.5
11/27/2022,1:30:00 AM,0.06,44.2
11/27/2022,1:45:00 AM,0,41.5
11/27/2022,2:00:00 AM,0,41.2
11/27/2022,2:15:00 AM,0,40.4
11/27/2022,2:30:00 AM,0,40
11/27/2022,2:45:00 AM,0,39.9
11/27/2022,3:00:00 AM,0,39.7
11/27/2022,3:15:00 AM,0,39.6
11/27/2022,3:30:00 AM,0,39.4
11/27/2022,3:45:00 AM,0,39.2
11/27/2022,4:00:00 AM,0,39
11/27/2022,4:15:00 AM,0,39
11/27/2022,4:30:00 AM,0,39
11/27/2022,4:45:00 AM,0,39.2
11/27/2022,5:00:00 AM,0,39.1
11/27/2022,5:15:00 AM,0,38.9
11/27/2022,5:30:00 AM,0,39.2
11/27/2022,5:45:00 AM,0,39.5
11/27/2022,6:00:00 AM,0,39.2
11/27/2022,6:15:00 AM,0,39.2
11/27/2022,6:30:00 AM,0,39.2
11/27/2022,6:45:00 AM,0,38.8
11/27/2022,7:00:00 AM,0,38.4
11/27/2022,7:15:00 AM,0,37.9
11/27/2022,7:30:00 AM,0,37.9
11/27/2022,7:45:00 AM,0,37.4
11/27/2022,8:00:00 AM,0,36.6
11/27/2022,8:15:00 AM,0,36.5
11/27/2022,8:30:00 AM,0,37
11/27/2022,8:45:00 AM,0,37
11/27/2022,9:00:00 AM,0,38.5
11/27/2022,9:15:00 AM,0,38.2
11/27/2022,9:30:00 AM,0,39.8
11/27/2022,9:45:00 AM,0,41.1
11/27/2022,10:00:00 AM,0,42.8
11/27/2022,10:15:00 AM,0,42.6
11/27/2022,10:30:00 AM,0,41.9
11/27/2022,10:45:00 AM,0,42
11/27/2022,11:00:00 AM,0,42.2
11/27/2022,11:15:00 AM,0,42.8
11/27/2022,11:30:00 AM,0,43.6
11/27/2022,11:45:00 AM,0,44.4
11/27/2022,12:00:00 PM,0,44.9
11/27/2022,12:15:00 PM,0,46.1
11/27/2022,12:30:00 PM,0,45
11/27/2022,12:45:00 PM,0,45
11/27/2022,1:00:00 PM,0,48.5
11/27/2022,1:15:00 PM,0,47.5
11/27/2022,1:30:00 PM,0,47.8
11/27/2022,1:45:00 PM,0,46.6
11/27/2022,2:00:00 PM,0,43.8
11/27/2022,2:15:00 PM,0,41.9
11/27/2022,2:30:00 PM,0,41.4
11/27/2022,2:45:00 PM,0,41.1
11/27/2022,3:00:00 PM,0,40.1
11/27/2022,3:15:00 PM,0,39.6
11/27/2022,3:30:00 PM,0,39
11/27/2022,3:45:00 PM,0,37.8
11/27/2022,4:00:00 PM,0,37.1
11/27/2022,4:15:00 PM,0,36.3
11/27/2022,4:30:00 PM,0,35.3
11/27/2022,4:45:00 PM,0,35
11/27/2022,5:00:00 PM,0,35
11/27/2022,5:15:00 PM,0,35.7
11/27/2022,5:30:00 PM,0,36
11/27/2022,5:45:00 PM,0,36.8
11/27/2022,6:00:00 PM,0,38.7
11/27/2022,6:15:00 PM,0,38.8
11/27/2022,6:30:00 PM,0,39
11/27/2022,6:45:00 PM,0,39.5
11/27/2022,7:00:00 PM,0,39.1
11/27/2022,7:15:00 PM,0,39
11/27/2022,7:30:00 PM,0,38.9
11/27/2022,7:45:00 PM,0,38.8
11/27/2022,8:00:00 PM,0,38.1
11/27/2022,8:15:00 PM,0,37.5
11/27/2022,8:30:00 PM,0,37.7
11/27/2022,8:45:00 PM,0,37.8
11/27/2022,9:00:00 PM,0,38
11/27/2022,9:15:00 PM,0,37.8
11/27/2022,9:30:00 PM,0,37.8
11/27/2022,9:45:00 PM,0,37.7
11/27/2022,10:00:00 PM,0,37.6
11/27/2022,10:15:00 PM,0,37.5
11/27/2022,10:30:00 PM,0,38
11/27/2022,10:45:00 PM,0,37.5
11/27/2022,11:00:00 PM,0,37
11/27/2022,11:15:00 PM,0,36.5
11/27/2022,11:30:00 PM,0,37
11/27/2022,11:45:00 PM,0,37.2
11/28/2022,12:00:00 AM,0,37.2
11/28/2022,12:15:00 AM,0,37.1
11/28/2022,12:30:00 AM,0,36.8
11/28/2022,12:45:00 AM,0,36.7
11/28/2022,1:00:00 AM,0,36.5
11/28/2022,1:15:00 AM,0,36.5
11/28/2022,1:30:00 AM,0,36.2
11/28/2022,1:45:00 AM,0,35.8
11/28/2022,2:00:00 AM,0,35.6
11/28/2022,2:15:00 AM,0,35.5
11/28/2022,2:30:00 AM,0.02,34.5
11/28/2022,2:45:00 AM,0,34.8
11/28/2022,3:00:00 AM,0,34.7
11/28/2022,3:15:00 AM,0,34.8
11/28/2022,3:30:00 AM,0,34.7
11/28/2022,3:45:00 AM,0,34.9
11/28/2022,4:00:00 AM,0,34.8
11/28/2022,4:15:00 AM,0,34.9
11/28/2022,4:30:00 AM,0,34.6
11/28/2022,4:45:00 AM,0,34.5
11/28/2022,5:00:00 AM,0,34.4
11/28/2022,5:15:00 AM,0,33.4
11/28/2022,5:30:00 AM,0,32.8
11/28/2022,5:45:00 AM,0,32.1
11/28/2022,6:00:00 AM,0,31.6
11/28/2022,6:15:00 AM,0.01,31.1
11/28/2022,6:30:00 AM,0,30.8
11/28/2022,6:45:00 AM,0,30.3
11/28/2022,7:00:00 AM,0,30.1
11/28/2022,7:15:00 AM,0,29.8
11/28/2022,7:30:00 AM,0,29.6
11/28/2022,7:45:00 AM,0,29.3
11/28/2022,8:00:00 AM,0,29.4
11/28/2022,8:15:00 AM,0,29.8
11/28/2022,8:30:00 AM,0,30.2
11/28/2022,8:45:00 AM,0,31.2
11/28/2022,9:00:00 AM,0,35.3
11/28/2022,9:15:00 AM,0,34.3
11/28/2022,9:30:00 AM,0,33.8
11/28/2022,9:45:00 AM,0,34.3
11/28/2022,10:00:00 AM,0,35.3
11/28/2022,10:15:00 AM,0,34.4
11/28/2022,10:30:00 AM,0,33.9
11/28/2022,10:45:00 AM,0,34
11/28/2022,11:00:00 AM,0,34.1
11/28/2022,11:15:00 AM,0,34.4
11/28/2022,11:30:00 AM,0,34.7
11/28/2022,11:45:00 AM,0,35.2
11/28/2022,12:00:00 PM,0,35.5
11/28/2022,12:15:00 PM,0,35.2
11/28/2022,12:30:00 PM,0,35.2
11/28/2022,12:45:00 PM,0,35.3
11/28/2022,1:00:00 PM,0,37.8
11/28/2022,1:15:00 PM,0,36.8
11/28/2022,1:30:00 PM,0,38
11/28/2022,1:45:00 PM,0,36.5
11/28/2022,2:00:00 PM,0,34.6
11/28/2022,2:15:00 PM,0,33.6
11/28/2022,2:30:00 PM,0,33
11/28/2022,2:45:00 PM,0,32.8
11/28/2022,3:00:00 PM,0,32.7
11/28/2022,3:15:00 PM,0,31.8
11/28/2022,3:30:00 PM,0,31.7
11/28/2022,3:45:00 PM,0,31.8
11/28/2022,4:00:00 PM,0,31.4
11/28/2022,4:15:00 PM,0,31.2
11/28/2022,4:30:00 PM,0,30.1
